Ticker,Date,Open,High,Low,Close,Volume
ACS.MC,2020-05-08,15.9300271357,16.0980648494,15.8224824802,15.9569139481,1248007
ACS.MC,2020-05-11,16.2190551125,16.2728287467,15.8762575976,15.8964223862,1275050
ACS.MC,2020-05-12,15.8897016474,16.0846262235,15.7351066517,16.0308551788,1467855
ACS.MC,2020-05-13,15.7351065364,16.0375757935,15.5939543029,15.7014989853,1256628
ACS.MC,2020-05-14,15.6141165302,15.7485467127,14.8478611183,14.9890146255,1885819
ACS.MC,2020-05-15,14.9890134215,15.244431007,14.7873668671,14.7873668671,1874643
ACS.MC,2020-05-18,14.8747469262,15.506570816,14.8747469262,15.506570816,1639482
ACS.MC,2020-05-19,15.5939537767,15.6544481449,13.5976590819,14.0480012894,3900256
ACS.MC,2020-05-20,13.8396324607,14.0211142486,13.2481380887,13.6581506729,3195711
ACS.MC,2020-05-21,13.4833911,14.2294803833,13.4094539854,13.9471759796,1769565
ACS.MC,2020-05-22,13.7993015103,14.1084927215,13.6715933656,13.8396310806,1375726
ACS.MC,2020-05-25,14.0278326943,14.85458235,13.9270100717,14.7537584305,1323364
ACS.MC,2020-05-26,14.9957356284,16.2526614884,14.9150777768,16.1854476929,2631685
ACS.MC,2020-05-27,16.1316745243,16.5484104438,15.6208392884,15.667889595,3813706
ACS.MC,2020-05-28,15.9501929827,16.1182307075,15.580508691,15.9434709549,1577213
ACS.MC,2020-05-29,15.6611685633,15.8897006768,15.3385358305,15.4259157181,2266573
ACS.MC,2020-06-01,15.761992174,16.1854501745,15.6141192073,16.0308551788,1191316
ACS.MC,2020-06-02,16.0913475136,16.5820192975,16.0644606956,16.4005374908,1183033
ACS.MC,2020-06-03,16.6559537476,17.5230304689,16.6021814172,17.5163097382,1639723
ACS.MC,2020-06-04,17.341550482,17.6977907224,16.9718661859,17.0592460632,2096250
ACS.MC,2020-06-05,17.4154882333,17.7112367405,17.2810580368,17.5095901489,1901751
ACS.MC,2020-06-08,17.4759821928,18.4169961397,17.2877796629,17.899438858,1691524
ACS.MC,2020-06-09,17.8927144421,17.9935370737,16.8374339342,17.3482704163,2034117
ACS.MC,2020-06-10,17.2608898709,17.6776257327,16.5215213413,16.602180481,1187115
ACS.MC,2020-06-11,16.1585593008,16.1720020586,15.3654184341,15.3654184341,1686240
ACS.MC,2020-06-12,15.3116476051,15.7552690311,14.9419632997,15.2108249664,1792041
ACS.MC,2020-06-15,14.7873672913,15.5872302076,14.5050628852,15.4662427902,1833355
ACS.MC,2020-06-16,16.1585599688,16.7702190913,15.8628128006,16.5416870117,2096858
ACS.MC,2020-06-17,16.5282415868,16.8038239246,15.9905183704,16.1652793884,3114082
ACS.MC,2020-06-18,16.0711834623,16.4610326146,15.6880563391,16.0308551788,1595708
ACS.MC,2020-06-19,16.1787237995,16.5080784927,15.963634491,15.963634491,5136514
ACS.MC,2020-06-22,15.9300282584,16.0241301629,15.5603439653,15.909863472,1468605
ACS.MC,2020-06-23,16.1284689059,16.92846369,16.028469041,16.3713245392,1876813
ACS.MC,2020-06-24,16.3427524414,16.7141799175,15.5499010027,15.5999002457,2140639
ACS.MC,2020-06-25,15.6427573716,16.1784678723,15.435615684,16.0356121063,1997556
ACS.MC,2020-06-26,16.1570369806,16.2284662318,15.6998977661,15.6998977661,1271682
ACS.MC,2020-06-29,15.4999034274,16.2141837196,15.4713314439,16.1356124878,1257006
ACS.MC,2020-06-30,16.0713244552,16.2641794445,15.899896726,16.0284671783,1708898
ACS.MC,2020-07-01,15.9641820094,16.2498935018,15.6641838399,16.0927524567,1472150
ACS.MC,2020-07-02,16.2955393985,16.9934060053,16.2451783487,16.8998775482,1703284
ACS.MC,2020-07-03,16.9214570317,16.9934017671,16.4538148629,16.7487888336,871891
ACS.MC,2020-07-06,17.0365737693,17.5545771153,16.9934063611,17.1876583099,2026415
ACS.MC,2020-07-07,17.1804619514,17.1876569816,16.748792067,16.8351268768,1379264
ACS.MC,2020-07-08,16.6552616258,16.9430419771,16.4610097152,16.6408729553,1025679
ACS.MC,2020-07-09,16.791957276,16.8854857156,16.3890647888,16.3890647888,891600
ACS.MC,2020-07-10,16.3027320444,17.2308214487,16.2739533143,17.1157093048,1128750
ACS.MC,2020-07-13,17.2667939973,17.5905467318,17.1229045101,17.3675174713,1148598
ACS.MC,2020-07-14,17.1732669012,17.2596003157,16.6049012068,16.9646263123,1343035
ACS.MC,2020-07-15,17.151684333,17.446658356,16.9358487002,17.417881012,1286745
ACS.MC,2020-07-16,17.3819056534,17.4970177953,16.9790145452,17.0221805573,1260937
ACS.MC,2020-07-17,17.0221781911,17.1372903169,16.763176602,16.9502334595,815322
ACS.MC,2020-07-20,16.9574297153,16.9934020837,16.6192883418,16.8423175812,719988
ACS.MC,2020-07-21,17.115711289,17.2164347736,16.741597472,16.7703762054,869701
ACS.MC,2020-07-22,16.6912332191,16.8710950626,16.590511142,16.820734024,696718
ACS.MC,2020-07-23,16.9070699168,17.0005983591,16.6120945308,16.7344017029,577612
ACS.MC,2020-07-24,16.547343971,16.7344008461,16.029340744,16.029340744,1065473
ACS.MC,2020-07-27,15.9861768005,16.0293442082,15.3962273194,15.4681720734,1514313
ACS.MC,2020-07-28,15.4322007281,15.8063145842,15.3458672952,15.3890333176,897278
ACS.MC,2020-07-29,15.3818391712,15.4681726013,15.209170923,15.2595319748,755618
ACS.MC,2020-07-30,15.2595295612,15.2739196208,14.3170514579,14.4465522766,1288777
ACS.MC,2020-07-31,14.4753289043,14.6911645169,14.0544509173,14.0652427673,1655039
ACS.MC,2020-08-03,14.043659761,14.460940948,13.7594776017,14.4465522766,1435691
ACS.MC,2020-08-04,14.6695811518,15.0724722685,14.5472739779,14.9789438248,1293611
ACS.MC,2020-08-05,15.1084421559,15.4609735603,15.1084421559,15.3458614349,961932
ACS.MC,2020-08-06,15.2955017386,15.2955017386,14.7918857992,15.0796661377,795222
ACS.MC,2020-08-07,14.9285824575,15.0364995698,14.4681352786,14.7487192154,1048612
ACS.MC,2020-08-10,14.8422506119,15.2091693878,14.7631108326,15.2091693878,821939
ACS.MC,2020-08-11,15.4321963613,16.0653131132,15.4321963613,16.029340744,958536
ACS.MC,2020-08-12,15.9214233002,16.000563073,15.6696166992,15.6696166992,585063
ACS.MC,2020-08-13,15.676808234,15.8206990892,15.4825563431,15.4825563431,780557
ACS.MC,2020-08-14,15.4681694113,15.4681694113,14.7343305486,15.302696228,879457
ACS.MC,2020-08-17,15.2451383087,15.3890277744,15.0364977505,15.2235546112,852792
ACS.MC,2020-08-18,15.3530554836,15.590474769,15.1803886792,15.2163610458,639152
ACS.MC,2020-08-19,15.1947783712,15.6192531586,15.0149151379,15.6192531586,642939
ACS.MC,2020-08-20,15.3026939663,15.4106124509,15.0868597735,15.3530550003,540547
ACS.MC,2020-08-21,15.453780557,15.6192537383,15.1012504946,15.5401153564,775544
ACS.MC,2020-08-24,15.6768103614,15.8710622787,15.5113371743,15.8710622787,738527
ACS.MC,2020-08-25,15.8998416397,16.0653148333,15.4393930435,15.4393930435,779586
ACS.MC,2020-08-26,15.3818371804,15.5904777799,15.1660029392,15.3386697769,617565
ACS.MC,2020-08-27,15.2523338686,15.4825567441,15.1660004638,15.2883062363,606700
ACS.MC,2020-08-28,15.3530580028,15.4393928074,15.1803911701,15.2667245865,530429
ACS.MC,2020-08-31,15.460974697,15.460974697,14.7631082535,14.7631082535,1079392
ACS.MC,2020-09-01,15.0796659273,15.0796659273,14.5544676845,14.7631082535,726561
ACS.MC,2020-09-02,14.8278586628,15.0940553113,14.7631089521,15.0077219009,650763
ACS.MC,2020-09-03,15.1228349394,15.5257260625,15.0868625673,15.1516122818,810357
ACS.MC,2020-09-04,15.1084434402,15.2451392742,14.8278581314,14.8782205582,906211
ACS.MC,2020-09-07,14.978945445,15.3170868847,14.8926120215,15.29550457,613790
ACS.MC,2020-09-08,15.2811142763,15.5113385862,14.7343322344,14.8494443893,914585
ACS.MC,2020-09-09,14.80627737,15.0868627081,14.7127489239,15.065279007,769451
ACS.MC,2020-09-10,15.0436931737,15.2523337373,14.9501647409,15.0293045044,694359
ACS.MC,2020-09-11,15.0293051351,15.2955017753,14.9069979704,15.2811117172,696506
ACS.MC,2020-09-14,15.4393919043,15.5257253156,15.1875839233,15.1875839233,753768
ACS.MC,2020-09-15,15.2307506511,15.3026953887,15.0868611759,15.1444158554,655714
ACS.MC,2020-09-16,15.144418143,15.3674488068,15.000528646,15.3674488068,750589
ACS.MC,2020-09-17,15.1444148498,15.3170830415,15.0436927791,15.2235546112,675715
ACS.MC,2020-09-18,15.2667235273,15.2667235273,14.5904407501,14.5904407501,2393828
ACS.MC,2020-09-21,14.446550528,14.446550528,13.0975818634,13.0975818634,2201327
ACS.MC,2020-09-22,13.5256562375,13.5256562375,13.1551392805,13.3170156479,1347266
ACS.MC,2020-09-23,13.4752927384,14.1875492538,13.3565837818,13.9573249817,1223460
ACS.MC,2020-09-24,13.7235035918,14.1263946711,13.6767393743,13.9285459518,862145
ACS.MC,2020-09-25,13.8961722931,13.9393396961,13.3853640396,13.662352562,942043
ACS.MC,2020-09-28,13.9321421705,14.2918672254,13.870989286,14.1587696075,685988
ACS.MC,2020-09-29,14.0544503349,14.0544503349,13.6659479141,13.6659479141,727055
ACS.MC,2020-09-30,13.5976000376,14.1299919369,13.5076684201,13.9321432114,820560
ACS.MC,2020-10-01,13.9825070759,14.0868273742,13.3889608383,13.3889608383,879652
ACS.MC,2020-10-02,13.6695470965,16.8495159149,13.5652267912,16.8495159149,5299948
ACS.MC,2020-10-05,16.8495140675,17.5257968731,16.2739533469,17.3891010284,2053738
ACS.MC,2020-10-06,17.4034871738,18.1732968617,17.3099573631,17.9718513489,1620394
ACS.MC,2020-10-07,17.907106309,18.079773143,17.0077928248,17.7128543854,1249113
ACS.MC,2020-10-08,17.9430779827,18.2596356838,17.8999105818,18.0869674683,803071
ACS.MC,2020-10-09,18.0725795014,18.3387761706,17.5761585359,17.7128543854,768254
ACS.MC,2020-10-12,17.7560175382,17.7776026243,17.345931444,17.4322662354,576016
ACS.MC,2020-10-13,17.309962323,17.4106858023,16.8495151063,16.8926811218,804391
ACS.MC,2020-10-14,16.878294198,17.281186769,16.7559883923,17.1876583099,486422
ACS.MC,2020-10-15,16.8567089698,16.8567089698,16.5257625718,16.7991542816,704508
ACS.MC,2020-10-16,16.8639046597,16.9574331139,16.540151891,16.7703762054,672100
ACS.MC,2020-10-19,16.8567068892,17.1444872355,16.5473442316,16.6840400696,519349
ACS.MC,2020-10-20,16.5761214059,16.8782904194,16.4897879969,16.5689277649,639118
ACS.MC,2020-10-21,16.6912357424,16.6912357424,16.2451771924,16.2523708344,967797
ACS.MC,2020-10-22,16.1876203208,16.4034559432,15.8782562525,16.3027324677,2070902
ACS.MC,2020-10-23,16.2451747469,16.6912332297,16.1876186793,16.4753990173,954184
ACS.MC,2020-10-26,16.2523663123,16.4034521851,15.6480283737,15.6480283737,970234
ACS.MC,2020-10-27,15.6192518472,15.6624192417,14.8782194418,15.1084423065,1337426
ACS.MC,2020-10-28,14.8206660613,15.0580839975,14.4465522766,14.4465522766,1224232
ACS.MC,2020-10-29,14.5184965359,15.029306152,14.0436592912,14.7199420929,1735956
ACS.MC,2020-10-30,14.5688564846,14.8926091903,14.3961882824,14.6767749786,1188859
ACS.MC,2020-11-02,14.6911658972,16.0149528739,14.5472750125,15.8494796753,1702736
ACS.MC,2020-11-03,16.0437296398,16.1588417781,15.4321965784,16.0653133392,1420900
ACS.MC,2020-11-04,15.5760887632,16.0077572362,15.432197884,15.6624221802,1134834
ACS.MC,2020-11-05,15.7415625662,16.2523708344,15.6768114599,16.2523708344,2645479
ACS.MC,2020-11-06,16.0581201402,16.302733115,15.9717853325,16.1372585297,613389
ACS.MC,2020-11-09,16.6264839458,18.0653844046,16.4538171124,17.7919940948,1695936
ACS.MC,2020-11-10,17.7632135276,18.7056929253,17.4178785082,18.5474147797,2259755
ACS.MC,2020-11-11,18.5474164856,18.8639728061,17.9071060386,18.0222167969,1165018
ACS.MC,2020-11-12,17.7200475239,18.0078278862,17.6409077507,17.8495483398,696091
ACS.MC,2020-11-13,17.6696870866,18.1733016968,17.6696870866,18.1733016968,611002
ACS.MC,2020-11-16,18.4107199773,19.1733361849,18.1804956926,18.6697216034,1081759
ACS.MC,2020-11-17,18.5833881908,18.6984989449,18.259635464,18.6697216034,799542
ACS.MC,2020-11-18,18.6193636232,18.8136155833,18.4898627792,18.7776432037,954397
ACS.MC,2020-11-19,18.5402219351,18.6481390546,18.3243863079,18.3675537109,474430
ACS.MC,2020-11-20,18.3675512082,18.5114406813,18.2236617351,18.3171901703,558465
ACS.MC,2020-11-23,18.5042488156,18.9575023651,18.497053786,18.9575023651,627627
ACS.MC,2020-11-24,19.0366436391,20.0150941705,19.0366436391,19.9647331238,1110937
ACS.MC,2020-11-25,20.1230058507,20.2812853665,19.5114742605,20.0582561493,1582861
ACS.MC,2020-11-26,20.1014260132,20.1014260132,19.4898929596,19.4898929596,1551194
ACS.MC,2020-11-27,19.4251455826,19.5186726433,19.1085864741,19.2956447601,480548
ACS.MC,2020-11-30,19.2380869643,19.4970885861,18.8567781728,19.0582237244,1197993
ACS.MC,2020-12-01,19.2021127255,19.5618377822,18.8567763379,18.9790821075,598835
ACS.MC,2020-12-02,18.8495833249,19.3100318909,18.7560548834,19.3100318909,657121
ACS.MC,2020-12-03,19.1373632913,19.3388088408,19.0150561229,19.158946991,2246309
ACS.MC,2020-12-04,19.2021161246,19.928760007,19.1229763482,19.7992591858,785997
ACS.MC,2020-12-07,19.7848701209,19.8568148659,19.4107563363,19.5114784241,525982
ACS.MC,2020-12-08,19.4539197364,19.5330595006,19.1301670392,19.2668628693,353280
ACS.MC,2020-12-09,19.4395313008,19.6769492079,19.3747802053,19.6553668976,938467
ACS.MC,2020-12-10,19.5906163564,19.6409773955,18.921528625,19.0870018005,755616
ACS.MC,2020-12-11,19.0726138045,19.2021146155,18.6337489423,19.1949195862,639895
ACS.MC,2020-12-14,19.4035638798,19.734510306,18.9718939644,19.0798110962,733746
ACS.MC,2020-12-15,19.1301672693,19.6769492079,18.9862777969,19.6553668976,781458
ACS.MC,2020-12-16,19.6985351565,19.7992586316,19.1589481852,19.3963661194,884033
ACS.MC,2020-12-17,19.5690340971,19.5690340971,19.1661429781,19.2236976624,3505015
ACS.MC,2020-12-18,19.1157792574,19.4826993682,18.8208052736,18.9287223816,1404431
ACS.MC,2020-12-21,18.4107188499,18.9431107403,17.8999092702,18.835193634,1372429
ACS.MC,2020-12-22,19.0366437583,19.259671649,18.8495854659,19.1301708221,512612
ACS.MC,2020-12-23,19.2956395826,19.8927824894,19.2380835227,19.6337795258,755130
ACS.MC,2020-12-24,19.648172294,19.648172294,19.3244195859,19.5906162262,134174
ACS.MC,2020-12-28,19.7920641451,19.9215649663,19.5978122193,19.662563324,342339
ACS.MC,2020-12-29,19.777675541,19.8999813326,19.5258675396,19.5834236145,414529
ACS.MC,2020-12-30,19.5834231175,19.8927871861,19.461117329,19.7273139954,517178
ACS.MC,2020-12-31,19.7273139018,19.8424246601,19.5330619812,19.5330619812,384120
ACX.MC,2020-01-02,6.9970314746,7.1223509874,6.9970314746,7.0318427086,592405
ACX.MC,2020-01-03,7.0039941196,7.0039941196,6.8842433108,6.9093074799,580174
ACX.MC,2020-01-06,6.8717128247,6.8939923115,6.8034833486,6.8438639641,484452
ACX.MC,2020-01-07,6.856394573,6.9371564545,6.856394573,6.8925981522,642799
ACX.MC,2020-01-08,6.8800660361,6.9935503006,6.8647489337,6.9935503006,490097
ACX.MC,2020-01-09,7.0666534591,7.0666534591,6.9037380219,6.9037380219,547365
ACX.MC,2020-01-10,6.9469042356,6.9510819296,6.7394304699,6.7422151566,786252
ACX.MC,2020-01-13,6.7561394064,6.8327235963,6.747784683,6.8313312531,885882
ACX.MC,2020-01-14,6.835507817,6.8591796423,6.746391216,6.7533535957,528497
ACX.MC,2020-01-15,6.7700632792,6.8034821718,6.5180312341,6.6043624878,1950554
ACX.MC,2020-01-16,6.630818203,6.6865159079,6.5598033969,6.5904369354,904390
ACX.MC,2020-01-17,6.6419585995,6.7714558157,6.6419585995,6.7380375862,1412901
ACX.MC,2020-01-20,6.8271548306,6.9482973465,6.8048760066,6.8828525543,1276135
ACX.MC,2020-01-21,6.8577884239,6.9204478595,6.7895582869,6.793735981,1457920
ACX.MC,2020-01-22,6.8382933435,6.8382933435,6.661453127,6.6781625748,706457
ACX.MC,2020-01-23,6.6210717419,6.7491766075,6.5249927607,6.537525177,1469416
ACX.MC,2020-01-24,6.6001846027,6.6865165179,6.5305627973,6.537525177,724245
ACX.MC,2020-01-27,6.3565071563,6.481827333,6.0780179484,6.3049864769,1282406
ACX.MC,2020-01-28,6.334228083,6.4330917548,6.2270103518,6.4038505554,882029
ACX.MC,2020-01-29,6.4498005457,6.4539782389,6.3286580668,6.3384051323,623337
ACX.MC,2020-01-30,6.335620082,6.335620082,6.1894134443,6.2311863899,983290
ACX.MC,2020-01-31,6.2451116234,6.3008093312,6.1128290695,6.1281461716,567779
ACX.MC,2020-02-03,6.1462481424,6.1977688224,6.111436908,6.1699199677,495989
ACX.MC,2020-02-04,6.2256179352,6.3481527682,6.2228325848,6.3077721596,606214
ACX.MC,2020-02-05,6.3565078133,6.6001851484,6.3258742695,6.5417027473,1049637
ACX.MC,2020-02-06,6.593223421,6.7324677071,6.593223421,6.7115812302,996414
ACX.MC,2020-02-07,6.7115807572,6.7199354802,6.5138534201,6.5542340279,511887
ACX.MC,2020-02-10,6.5932231047,6.6391737501,6.4971441203,6.5027141571,578717
ACX.MC,2020-02-11,6.5584114699,6.622463901,6.4901813456,6.5987920761,821157
ACX.MC,2020-02-12,6.6308200214,6.6712006361,6.5653752335,6.608540535,857984
ACX.MC,2020-02-13,6.5598041059,6.593222998,6.4400539611,6.4414463043,697658
ACX.MC,2020-02-14,6.4400542634,6.5472726607,6.4330918832,6.4790425301,716316
ACX.MC,2020-02-17,6.5027139896,6.6739848141,6.5027139896,6.5528416634,657803
ACX.MC,2020-02-18,6.502714444,6.502714444,6.3565077782,6.3565077782,689265
ACX.MC,2020-02-19,6.4052430349,6.4400542719,6.3147340844,6.3760018349,581716
ACX.MC,2020-02-20,6.374609671,6.4400544531,6.3509378433,6.3509378433,856432
ACX.MC,2020-02-21,6.3077719899,6.4665103976,6.2673907184,6.460940361,883781
ACX.MC,2020-02-24,6.2938480364,6.2938480364,6.0905513017,6.1225771904,887905
ACX.MC,2020-02-25,6.1434635727,6.1657423913,5.9708004047,5.9833321571,938079
ACX.MC,2020-02-26,5.9415595024,6.0376378254,5.8134546292,6.0083966255,900133
ACX.MC,2020-02-27,6.1323228612,6.1323228612,5.8357325506,5.8956079483,1180634
ACX.MC,2020-02-28,5.7716809521,5.9680152896,5.66167787,5.8218092918,1741246
ACX.MC,2020-03-02,6.0070043901,6.0432079708,5.7591493626,5.8872542381,1262645
ACX.MC,2020-03-03,5.981940668,6.1323243749,5.9721936004,6.001434803,1520052
ACX.MC,2020-03-04,6.0292828992,6.0821959241,5.8134544336,5.8496580124,1031758
ACX.MC,2020-03-05,5.8858629051,5.8872552486,5.6505395904,5.6937055588,1120393
ACX.MC,2020-03-06,5.6393990504,5.6742096228,5.5196485698,5.572561264,1464623
ACX.MC,2020-03-09,5.298249196,5.298249196,5.0392544761,5.0754580498,2243989
ACX.MC,2020-03-10,5.2147036447,5.3887591788,5.0309010431,5.0517878532,1829627
ACX.MC,2020-03-11,5.129764262,5.2731859056,4.9612784484,5.0531797409,2147954
ACX.MC,2020-03-12,4.9431765738,4.944569249,4.3235390316,4.3305010796,4094516
ACX.MC,2020-03-13,4.5393674256,4.8707689807,4.3931607791,4.4418964386,1321310
